sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
382696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000382696.jpg,a kitchen with wires and a trash can,VCD Diffusion Noise,BLIP-2,"A kitchen with a stove, refrigerator, and microwave",Other/Irrelevant Description
382696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000382696.jpg,a kitchen with wires and a trash can,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a large speaker on the left side. The speaker is placed on a stand, and there is a chair located in the middle of the room. The room appears to be a mix",Other/Irrelevant Description
1268,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000001268.jpg,a woman taking a picture of a bridge,VCD Diffusion Noise,BLIP-2,This is a view of the river from the bridge over the river,Other/Irrelevant Description
1268,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000001268.jpg,a woman taking a picture of a bridge,VCD Diffusion Noise,LLaVA,"The image is a blurry photo of a car, possibly a convertible, parked in a parking lot. The car is positioned in the middle of the scene, and there is a person standing near it. The parking lot",Acknowledged Perturbation
476704,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000476704.jpg,a bus on a city street,VCD Diffusion Noise,BLIP-2,A bus is parked in a parking lot,Other/Irrelevant Description
476704,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000476704.jpg,a bus on a city street,VCD Diffusion Noise,LLaVA,"The image features a large white bus parked on the side of a road. The bus is positioned in the middle of the scene, and it appears to be a tour bus. The bus is parked next to a building, and there is",Other/Irrelevant Description
522007,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000522007.jpg,"a kitchen with a microwave, stove, and cabinets",VCD Diffusion Noise,BLIP-2,"A kitchen with a stove, microwave, and refrigerator",Ignored Perturbation
522007,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000522007.jpg,"a kitchen with a microwave, stove, and cabinets",VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen. The kitchen features a sink, a refrigerator, and a dining table. There are two chairs in the room, one near the dining table and the",Acknowledged Perturbation
304984,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000304984.jpg,a sandwich and a glass of orange juice,VCD Diffusion Noise,BLIP-2,This image is a photograph of a plate of food with a fork and knife on it,Other/Irrelevant Description
304984,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000304984.jpg,a sandwich and a glass of orange juice,VCD Diffusion Noise,LLaVA,"The image is a close-up of a bowl filled with food, possibly a salad. The bowl is placed on a dining table, and the food appears to be a mix of different colors and textures. The table occupies",Other/Irrelevant Description
312192,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000312192.jpg,a pizza on a plate,VCD Diffusion Noise,BLIP-2,A plate of food,Other/Irrelevant Description
312192,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000312192.jpg,a pizza on a plate,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a dog. The dog is positioned in the center of the image, and its fur appears to be a mix of red and green colors. The background features a blend of red and green",Other/Irrelevant Description
199771,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000199771.jpg,a group of people in a kitchen,VCD Diffusion Noise,BLIP-2,The image is a scene from a movie,Other/Irrelevant Description
199771,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000199771.jpg,a group of people in a kitchen,VCD Diffusion Noise,LLaVA,"The image is a collage of various people, likely in a kitchen setting. There are at least six people in the collage, with some of them wearing ties. The people are standing around a dining table, which is placed in",Other/Irrelevant Description
386134,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000386134.jpg,a meal,VCD Diffusion Noise,BLIP-2,A plate of food,Other/Irrelevant Description
386134,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000386134.jpg,a meal,VCD Diffusion Noise,LLaVA,"The image features a close-up of a plate of food, which appears to be a dish with meat and vegetables. The plate is placed on a dining table, and the food is presented in a visually appealing manner. The",Other/Irrelevant Description
555412,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000555412.jpg,a pizza with greens on it,VCD Diffusion Noise,BLIP-2,A pizza with a salad on top,Other/Irrelevant Description
555412,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000555412.jpg,a pizza with greens on it,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's hand holding a piece of broccoli. The broccoli is prominently displayed in the foreground, with its vibrant green color standing out. The hand holding the bro",Other/Irrelevant Description
9448,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000009448.jpg,a girl holding an umbrella,VCD Diffusion Noise,BLIP-2,A young girl holding an umbrella,Ignored Perturbation
9448,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000009448.jpg,a girl holding an umbrella,VCD Diffusion Noise,LLaVA,"The image features a young girl standing outside, holding an umbrella. She is wearing a pink jacket and appears to be enjoying the moment. The umbrella is open, providing shelter from the elements. The scene is set",Other/Irrelevant Description
110972,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000110972.jpg,a bear,VCD Diffusion Noise,BLIP-2,A bear is standing in a field,Other/Irrelevant Description
110972,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000110972.jpg,a bear,VCD Diffusion Noise,LLaVA,"The image features a large black bear standing in a grassy area. The bear is positioned in the center of the scene, with its body filling most of the frame. The grassy area surrounding the bear appears to be a mix of green and",Other/Irrelevant Description
173008,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000173008.jpg,a man in a kitchen,VCD Diffusion Noise,BLIP-2,A man is standing in a kitchen,Ignored Perturbation
173008,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000173008.jpg,a man in a kitchen,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a person standing in a kitchen. The person appears to be wearing a black jacket. The kitchen is equipped with a sink and a refrigerator, which are visible in",Acknowledged Perturbation
454798,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000454798.jpg,a person riding a horse in a field,VCD Diffusion Noise,BLIP-2,The image is a photograph of a horse in a field,Other/Irrelevant Description
454798,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000454798.jpg,a person riding a horse in a field,VCD Diffusion Noise,LLaVA,"The image features a person riding a horse in a desert-like environment. The person is positioned in the center of the scene, with the horse in the background. The horse appears to be walking on a dirt ground, possibly a beach",Other/Irrelevant Description
544519,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000544519.jpg,a young girl brushing her teeth,VCD Diffusion Noise,BLIP-2,A young girl brushing her teeth,Ignored Perturbation
544519,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000544519.jpg,a young girl brushing her teeth,VCD Diffusion Noise,LLaVA,"The image features a young girl brushing her teeth with a toothbrush in her mouth. She is wearing a black shirt and appears to be enjoying the activity. The scene is captured in a colorful, pixelated style,",Other/Irrelevant Description
282296,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000282296.jpg,a refrigerator in a room,VCD Diffusion Noise,BLIP-2,A refrigerator in a room,Ignored Perturbation
282296,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000282296.jpg,a refrigerator in a room,VCD Diffusion Noise,LLaVA,"The image features a large, colorful door with a unique design. The door is open, revealing a room beyond. The vibrant colors and patterns on the door create an interesting visual effect. The room beyond the door appears to be a",Other/Irrelevant Description
25393,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000025393.jpg,two men standing on a street,VCD Diffusion Noise,BLIP-2,This is a man wearing a tie and a man wearing a suit,Other/Irrelevant Description
25393,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000025393.jpg,two men standing on a street,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of two people standing next to each other. One person is wearing a tie, which is visible in the center of the photo. The other person is standing to the right of the first person",Acknowledged Perturbation
405249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000405249.jpg,a group of children sitting around a table,VCD Diffusion Noise,BLIP-2,This image is a photograph of a group of people sitting around a table,Other/Irrelevant Description
405249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000405249.jpg,a group of children sitting around a table,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a dining table with people sitting around it. There are three people in the scene, with one person sitting on the left side of the table, another person in the middle, and the third",Other/Irrelevant Description
32901,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000032901.jpg,four men,VCD Diffusion Noise,BLIP-2,This is a group of men standing together in a room,Other/Irrelevant Description
32901,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000032901.jpg,four men,VCD Diffusion Noise,LLaVA,"The image is a blurry photo of four men standing together. They are all wearing ties, which suggests a formal or professional setting. The men are positioned in a line, with one man standing slightly apart from the others. The",Acknowledged Perturbation
120420,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000120420.jpg,a man taking a picture of himself,VCD Diffusion Noise,BLIP-2,A woman taking a picture of herself,Ignored Perturbation
120420,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000120420.jpg,a man taking a picture of himself,VCD Diffusion Noise,LLaVA,"The image is a collage of several people, with one person taking up a significant portion of the frame. The person is holding a cell phone in their hand, capturing a moment or taking a selfie. The collage also includes other people",Other/Irrelevant Description
231097,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000231097.jpg,a plate of food with broccoli and rice,VCD Diffusion Noise,BLIP-2,a red square in a green square,Other/Irrelevant Description
231097,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000231097.jpg,a plate of food with broccoli and rice,VCD Diffusion Noise,LLaVA,"The image is a close-up of a green and brown object, possibly a piece of art or a sculpture. The object is surrounded by a pattern of red squares, which adds a vibrant touch to the scene. The red squares are",Other/Irrelevant Description
417249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000417249.jpg,a group of people in an airport,VCD Diffusion Noise,BLIP-2,The image is a photograph of a man standing in front of a wall with a red square in the center of the image,Other/Irrelevant Description
417249,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000417249.jpg,a group of people in an airport,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a group of people walking down a hallway. There are at least five people visible in the scene, with some of them walking closer to the foreground and others further back. The people",Acknowledged Perturbation
232563,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000232563.jpg,a man holding an umbrella,VCD Diffusion Noise,BLIP-2,A man is holding an umbrella,Ignored Perturbation
